relative_path,page,chars,words,images,drawings,flags,excerpt
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,18,487,76,2,2,,赛马不相马敢为天下先 mcm.saicai.com - 18 - 客户部QQ：200975533 赛事部QQ：200865533 商务部QQ：200795533 0.6951 0.3632 0.3504 0.3363 0.3584 27 28 29 30 0.6341 0.5732 0.5610 0.5488 0.3717 0.2503 0.2545 0.2
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,19,645,79,2,2,,赛马不相马敢为天下先 mcm.saicai.com - 19 - 客户部QQ：200975533 赛事部QQ：200865533 商务部QQ：200795533 12 0.5109 27 0.5029 13 0.5228 28 0.4118 14 15 0.5035 0.5268 29 30 0.4078 0.407 表4 首先综合考虑相邻比赛时间间隔、比赛
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,20,1263,90,2,2,,赛马不相马敢为天下先 mcm.saicai.com - 20 - 客户部QQ：200975533 赛事部QQ：200865533 商务部QQ：200795533 表5 ⑵分析利弊情况 通过有利场次数和比赛有利程度，对09赛季火箭队整体赛程给出评价结果， 并根据问题一中的数量指标对09 赛季火箭队整体赛程安排给出评价，以下从局 部方面对火箭队7 个月的赛程安排
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,21,1176,75,2,2,,赛马不相马敢为天下先 mcm.saicai.com - 21 - 客户部QQ：200975533 赛事部QQ：200865533 商务部QQ：200795533 根据问题一求出的数量指标，已知评价值越大，该赛程安排越有利，评价 值越小，该赛程安排越不利，得到09 赛季： 最有利的三支球队为：奇才、尼克斯、超音速 最不利的三支球队为：快船、国王、勇士 5.3 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,22,844,100,2,2,,赛马不相马敢为天下先 mcm.saicai.com - 22 - 客户部QQ：200975533 赛事部QQ：200865533 商务部QQ：200795533 综合以上分析，认为有利场次数、平均有利程度、实力情况这三种因素与 安排赛3 场的球队是有联系的。 ⑷判断因素的相关性 ①有利场次数 根据问题一、问题二的分析，判断有利程度是以一个队的一场比赛为研究 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,23,980,104,2,2,,赛马不相马敢为天下先 mcm.saicai.com - 23 - 客户部QQ：200975533 赛事部QQ：200865533 商务部QQ：200795533 0.3170 10 0.4048 16 0.5114 0.3471 活塞 0.1828 9 0.5454 18 0.4090 0.5297 骑士 0.3046 9 0.4300 16 0.4443 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,24,963,78,2,2,,赛马不相马敢为天下先 mcm.saicai.com - 24 - 客户部QQ：200975533 赛事部QQ：200865533 商务部QQ：200795533 观察表6 中第6 列、第7 列的数据，最大值为0.5820，最小值为0.3895， 实力值小于0.4 的仅有一个值即最小值，实力值大于0.55 的仅有一个值，数据 基本上都处于0.4 到0.5 之间
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,25,602,57,2,2,,赛马不相马敢为天下先 mcm.saicai.com - 25 - 客户部QQ：200975533 赛事部QQ：200865533 商务部QQ：200795533 进行赛3 场的对手实力平均值的方差为： ②赛4 场 为与对应的第个球队与第个球队是否进行赛4 场的比赛的0-1 变量，第 个球队进行4 场比赛的6 支球队的实力平均值为： 赛4 场时全部球队对手实力
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,26,469,52,2,2,,赛马不相马敢为天下先 mcm.saicai.com - 26 - 客户部QQ：200975533 赛事部QQ：200865533 商务部QQ：200795533 符号说明： 第个球队进行3 场比赛的4 支球队的实力平均值 第个球队与第个球队是否进行赛3 场的比赛的0-1 变量 球队实力 所有球队赛3 场时对手实力平均值的均值 第个球队进行4 场比赛的6 支球
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,27,408,44,2,2,,赛马不相马敢为天下先 mcm.saicai.com - 27 - 客户部QQ：200975533 赛事部QQ：200865533 商务部QQ：200795533 山猫 凯尔特人、猛龙、公牛、雄鹿 热火 篮网、尼克斯、步行者、雄鹿 凯尔特人 奇才、山猫、公牛、雄鹿 猛龙 奇才、老鹰、活塞、骑士 76 人 魔术、山猫、活塞、雄鹿 篮网 魔术、热火、骑士、步行者 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,28,524,37,2,2,,赛马不相马敢为天下先 mcm.saicai.com - 28 - 客户部QQ：200975533 赛事部QQ：200865533 商务部QQ：200795533 设赛3 场时对手实力的均衡性为，有利场次数为、有利程度为，根据各 因素对于安排方法优劣的重要程度，建立的判断矩阵: 根据公式： 计算得到对手实力的均衡性的权值为0.6，有利场次数权重为0.2、有利 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,29,701,53,2,2,,赛马不相马敢为天下先 mcm.saicai.com - 29 - 客户部QQ：200975533 赛事部QQ：200865533 商务部QQ：200795533 赛3 场对手实力的均衡性 第个球队进行3 场比赛的4 支球队的实力平均值 所有球队赛3 场时对手实力平均值的均值 赛3 场时量纲统一后的有利场次数的方差 所有球队赛3 场时有利场次数的均值 第支球队
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,30,357,45,2,2,,赛马不相马敢为天下先 mcm.saicai.com - 30 - 客户部QQ：200975533 赛事部QQ：200865533 商务部QQ：200795533 球队比赛3 场的对手 魔术76 人、尼克斯、骑士、步行者 奇才 篮网、尼克斯、步行者、雄鹿 老鹰 凯尔特人、76 人、活塞、骑士 山猫 猛龙、篮网、公牛、雄鹿 热火 凯尔特人、猛龙、活塞、公牛 凯尔
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,31,556,37,2,2,references,赛马不相马敢为天下先 mcm.saicai.com - 31 - 客户部QQ：200975533 赛事部QQ：200865533 商务部QQ：200795533 ⑶方法评价 为明确提出的方法的优劣，利用5.4.2 的评价模型进行评价，，与以对手 实力平均值相均衡为原则的安排方法差距较大，又由于，说明我们提出的方法 还是具有一定的合理性的。 6 模型评价 本题
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,1,1043,42,1,0,abstract,1 关于高等教育学费标准的评价及建议 摘要 本文通过对近几年来学费变化的研究，综合分析影响学费变化的五个要素，引 入了三个变因：学校属性、专业类型、地域差异对学费的影响，对其合理性进行了 定量的分析和评价。 首先，我们基于层次分析法建立了模型一。模型一以五个要素，即教育市场供 求关系、全国家庭支付承受力、国家财政及相关社会捐助、个人收益率、教育成本 为方案层
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,2,4116,94,1,0,references|appendix,2 目录 1. 问题重述与分析 .............................................................................................................................. 3 2. 模型假设 ...........................
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,3,1007,60,1,0,,3 1. 问题重述与分析 制定一个全面且有说服力的高等教育学费标准，首先要精确且广泛的收集各 方面的数据，对数据进行筛选以及分析。 基于1991 至2006 年的各类统计数据 及经验资料进行分析，发现我国高等教育学费从1998 年开始快速增长，增长的 速度远超过了人民收入增长的速度，造成了现今社会上对于“高学费”的种种抱 怨。 高等教育不同于义务教育，学费是
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,4,769,41,1,0,,4 Ri：第i 年为止逐年总体扩招比率 Stk：第k 年总体招生数 Qk：第k 专业热度为 Z：不同地区的国家财政支持率矩阵： E：不同地区的修正矩阵 F：不同地区不同学校的国家财政支持补充因子矩阵 G：每个地区与平均水平的差距矩阵 4.模型的建立 4.1 模型一的建立 我们经过参考大量的前人研究及相关论文，归纳出决定高等教育学费的5 个关 键因素，分别是教
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,5,999,97,1,55,,5 图1 灰色预测符合度表示图 4.1.1.1.2用蛛网模型求解在市场调节下最合适的学费 在考虑学费与上学人数两者关系时，我们把上学交学费看成一种交易行为，教 育是这种交易的商品，学费为学生为这种商品所支付的金额。有此这种交易满足供 求关系的约束，所以我们用蛛网膜型对这两交易双方（学校，个人）进行分析，得 出一个在市场调节下的最适价格，为学费定价从市场的角度
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,6,711,82,1,71,,6 D2 p = −20.4103 + 127.814e−0.10356 p 农村人口：城镇人口=0.5610：04390 得出总体需求曲线： D0 p = 0.4390 × D1 p + 0.5610 × D2(p) 根据4.1.1.1.1求出的2006年招生人数预测值记为S2006得出实际需求曲线为： D p = D0 p × S2006 跟据国家统计局
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,7,472,46,3,0,,7 图3 各阶层收入分布函数拟合曲线 图3 中横坐标为各阶层的收入，单位为元/学年，纵坐标为该阶层的人占全国人口的比例 由图3 可见，拟合曲线和原来的点拟合的相当不错，同时，从matlab 拟合参数中可知，拟 合的相关程度R-square:为0.9819，说明两者的相关程度相当大。 由此可以得到利用多项式拟合的结果家庭支付承受能力和学费的相关函数 Z2 P 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,8,836,94,2,0,,8 图4 中，横坐标为历年的学费，单位为元/学期，纵坐标为国家教育财政的支出， 单位为万元/年。 观察所得的回归分析，发现两者的相关系数R-square 达到了0.9879，且从图中 观察拟合效果很好，由此可知高等教育和国家的财政支出是有很强的相关性，由此 得到的函数比较可靠。由此得到学费与国家财政支出的相关函数为： Z3 P = 2.706 × 10−6 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,9,356,45,1,69,,"9 （i=1,2,3,4,5）,于是我们利用极差归一化的公式将各个因素的相关函数的数值统一化， 得到一组指标函数如下： Zbi p = Zi p −Mit i Mat i−Mit i,(i=1,2,3,4,5) 4.1.2 层次分析法求出各个影响因素的权重 合理 效率 公平 供求关系 居民社会承受 力指标 国家政策与社 会捐赠 教育收益率 教育成本 目标层 "
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,10,922,145,1,23,,10 1 1 3 1 5 2 3 3 1 1 3 3 3 5 3 1 5 7 1 2 1 3 1 5 1 1 1 3 1 3 1 7 1 1 权重向量: ω1 = 0.1241 0.2292 0.5100 0.0732 0.0635 λ1=5.1357 CI1= λ1−n n−1 =0.0339 CR1= CI1 RI =0.0343<0.1 满足一致性要求
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,11,1044,146,1,2,,11 想法也是一样，同时它和层次分析法得出的结论是互补的且是客观的。 据此，我们利用熵值取权法客观地给出一个5 个因素的1 × 5的权重矩阵w2，对由层 次分析法给出的1 × 5的权重矩阵w1，以0.2：0.8 的比例进行修正，从而给出最终的 5 个因素对合理化指数的组合权重值阵 W = 0.8 × w1 + 0.2 × w2 于是给出我们的模型一： Max
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,12,920,90,1,3,appendix,"12 该专业的冷热程度。 根据国家统计局2005-2007 年的年鉴[5][6]，得出逐年总体扩招比率，记为Ri，其 中i 表示本年。记第k 年总体招生数为Stk，则Rij可表示为： Rk = Stk Stk−1 (k = 2005,2006) 由此两年来综合评价扩招比率记为R： R = 0.6 × R2006 + 0.4 × R2005 同理可以求出针对每"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,13,679,86,1,0,,"13 持占每年国家总给支持比例，我们将不同地区所获的财政支持数据归一化处理得到 不同地区的支持率矩阵： Z = [zi]1×n， 由于模型一求出的是全国的平均情况，我们求出该支持率的平均值zg，然后求 各个地区的差距，作为国家财政的补充修正因子 ei = zi −zg, (i = 1,2. . n), 得到一个地区修正矩阵 E = [ei]1×n 由于国家的"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,14,1025,156,1,2,,"14 5.模型的求解 5.1 模型的求解 5.1.1 模型一的求解 我们从1993 到2005 年[6]中随即选取m 年（我们剔除1993、2005、1998 等三年， 得到10 年的数据）的学费并带入n（n=5）个指标函数Zbj p ，（j = 1,2. . n）求出费 用i 情况下j 指标的值Pij，由此得到一个m×n 的指标矩阵： Pm∗n = P11"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,15,939,54,2,5,,15 最佳学费曲线： 在98年的基础上，综合城镇以及农村居民收入增长的速率与当 年通货膨胀指数，得出每年最佳学费增长率，并依次计算出了每年的最佳学费，由 此拟合最佳学费曲线:bes(p) = 1.71444 × 107 −17292.8 p + 4.36085p2 图7 最佳学费曲线图 关于图7的说明：黄色曲线4为最佳学费曲线，可以看出，最佳学费曲线增长缓 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,16,835,89,2,7,appendix,16 全国共有720 所本科院校，得到分配矩阵 B = 0.06 0.094 0.846 进而得到学校对国家财政的影响因子矩阵 K = [0.692 0.292 0.016] 接着我们从06 年国家统计年鉴里查到各地区国家财政支持费用从而得出地区修 正矩阵E（见附录地区修正矩阵E），这样我们就求出了全国31 个省市的各个本科学 校院校的国家财政支持补充因子矩
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,17,1188,50,1,0,,"17 应该作为培养学生的成本）；或者这样计算：国拨经费+学费-固定资产折旧费)确定 学费标准是将高等教育生均经常性成本的20%到30%由受教育者分担""，据此计算出的 学费应是3000元左右。在我国，国家价格主管部门也参照此标准核定高校的收费标 准。由此可见我们的模型得到的结果比较符合我国的情况。但是对比我们现实中的 学费标准（图中红色的柱子），可以发现我们高"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,18,774,87,2,6,,18 图9 不同地区不同专业的最优化学费柱状图 从图9 中可以很直观的看到针对不同地区不同学校的不同专业，我们的模型给 出的最优学费变化是很明显的，同时我们看到最高的学费为每年3059.51 元，最低 的学费为每年2567.59 元，两者相差491.92 元，在一个可以接受的范围内，这说明 我们的模型针对不同的地区不同的学校不同的专业给出不同的最优学费，而且
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,19,729,68,2,7,,"19 图10 同一大学的学费相同的不同专业的最优价格柱状图 由图10 中可以很直观地观察到红色的数据柱子（代表我们模型根据不同的专业 给出的不同的最优学费价格）基本上是一样高的，经计算可知，最高的最优价格是 每学期2773.93 元，最低的最优价格为每学期2708.63 元,两者相差65.3 元，可见 两者相差很小，也就说明了我们的模型给出的最优价格基本上是"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,20,628,32,1,0,,20 7.2 模型一优缺点分析 优点: 1.采用层次分析法合实际情况的成对比较矩阵大大提高模型参数的准确性，改善模 型的应用能力，使最终目标得以很好的量化。 2. 熵值取权法不具有任何主观色彩，权重向量的决定是客观的，具有评价过程的透 明性，减少了单独采用层次法因为主观因素对结果造成的影响，使结果更加精确， 有说服力。 3.讨论供求与学费的关系采用了蛛网模型
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,21,570,50,2,63,appendix,21 图11 全国家庭支付能力折线图 如上图所示，全国约有18%的学生没有能力支付学费，其中占全国3.4%的学生 为特困，另有占14.6%的学生为贫困。在图中的两条横线分别代表最优学费3350 元 和实际学费5070 元。我们认为国家的责任是给困难学生一定的补贴，弥补最优学费 和实际学费间的价格差值，即在图中用斜线画出的部分，而3.4%的特困生的支付能 力和
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,22,772,63,2,59,,22 图13 累计审批贷款金额图 上图中，原点表示的是04 年6 月的贷款金额，自当月起国家助学贷款开始使用 新政策，x 轴为04 年新政策实施月份数，上图拟合的一次直线为： L x = 67.8679 + 5.91429 ∗x 即平均每月新增贷款金额为5.91429 亿元，整年的新增贷款为70.97 亿元。根据现 行的还贷政策，大学四年间贷款学生不用承担贷
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,23,1294,58,1,0,,23 分，我们针对对全国范围内家庭的支付能力的考察，认为国家的助学贷款应分类发 放，针对不同需求发放不同助学金，使得资金利用更加充分，更广大的贫困学生收 益。 根据当今我国高等教育发展现状，国家资金占主导地位，而社会捐赠尚未发挥 应有作用，所以在考虑助学金实际需求比例时，迫于现状，国家不得不承担原应有 社会捐赠负担的部分。此时实际学费与特困生的支付能力间的差
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,24,1261,95,1,1,references,24 提供资助；还可以效仿国外大学的发行教育彩票、教育债券及设立教育基金等。 2. 关注弱势群体，实现机会均等。根据建模中研究家庭支付承受力对学费产生的影 像时发现，当学费高于最优标准时有部分学生因为无法支付学费而辍学，于是，我 们提出，完善并加大“国家贫困生贷款”这一政策的执行力度，提高学校给与品学 兼优的学生的奖学金。 3． 鼓励民办高等院校发展，实现高
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,25,1032,259,1,4,appendix,"25 11.附录 1.灰色预测过程： 1）数据准备 设参考数据为x 0 = x 0 1 , 𝑥 0 2 , … x 0 n ，计算数列的级比 𝑎 k = x 0 (k −1) x 0 (k) (k = 2,3, … , n) 如果𝑎 k 的范围超出了（0.5，1.5），可以适当考虑改变原序列元素为： y(0) k = x 0 k + c 使得𝑎 k 在容许范"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,26,676,80,1,143,,26 带入1999年到2005年的本科生招生人数数据，得灰色模型方程为 x 1 t = 1388.64 + 1548.34e0.144x 根据上式得2006年的预测招生数据为568.988万。 2.专业号对应专业 专业号 专业名 专业热度 1 哲 学 1.047362 2 经济学 0.979489 3 法 学 0.943106 4 教育学 0.974368 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,27,1111,110,1,0,,27 -0.011697065 0.010885935 -0.015690065 -0.008679065 -0.028674065 -0.004564065 -0.018063065 -0.028846065 -0.027941065 -0.014117065 ] 4.国家财政支持补充因子矩阵 P31×3=[ 0.020643 0.008702 0.000
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,28,379,39,1,0,,28 ] 5.各个地区的与全国平均水平的差距矩阵 G31×1=[ 0.812946 0.213513 -0.13749 -0.1769 -0.08213 -0.02505 -0.11531 -0.18109 1.04581 0.220997 0.726565 -0.14925 0.178935 -0.1758 0.022413 -0.21923 -0.108
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,1,967,47,1,0,abstract,1 高校学费合理性研究 高校学费合理性研究 高校学费合理性研究 摘要 摘要 摘要 教育是关系到国计民生和国家发展的重大问题，而学费对教育事业的发展和 社会稳定发展有重要影响。本文探讨了影响高等教育学费标准制定的问题，依分 析的出发点和侧重点不同，我们建立了如下两个模型，确定出最合理的学费数额。 学费标准的好坏体现在家庭负担和教育质量两个方面。通过研究发现，学
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,2,688,34,1,0,,2 一、问题重述 一、问题重述 一、问题重述 高等教育事关国家发展，高素质人才培养等国家大计，因此一直受到政府以 及社会各方面的高度重视和广泛关注。而要确保有良好的高等教育质量，必须有 相应的经费保障。 高等教育的经费由政府拨款，社会筹集，学费收入等几部分组成。如果学费 过低会导致学校财力不足无法保证学生培养质量，而过高的学费又会加重家庭的 负担，是一个敏感
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,3,844,90,1,0,,3 3.1 模型一: 满意度曲线拟合模型 3.1.1 模型假设： 1.学校方面全力施教，即学校所得资金除了必要的花销以外，全部用于对学 生的教学投入，以提高教学质量。 2.学生都勤奋好学：只要学校提供良好的教学环境和资源，自身都会努力学 习保证教学质量的提高。 3.把学生分为贫困生和非贫困生，对每类里的学生的条件视为完全相同：收 入，贷款取人均值。 4.对学
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,4,910,122,1,25,,4 考虑到实际情况，把这点的满意度赋值为0.9。 从以上分析可以看出满意度曲线是这样一条曲线：当学费从0 到达阀值点a 之前，满意度由1 平缓下降到0.9。之后则迅速下降直至0。这非常符合指数函 数的特性，借鉴二极管的电压与电流的函数关系[7]，我们设此函数为这样的形式： 1 * ( ) 0 bx a a e f x     0 ln[(1 )/
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,5,420,111,1,66,,5 0 0.5 1 1.5 2 2.5 3 3.5 4 x 10 4 -0.2 0 0.2 0.4 0.6 0.8 1 1.2 拟合函数为： 0.000037 2 1.3 0.3 ( ) 0 x e f x     0 40000 40000 x x    3）综合的学费的满意度曲线。 根据网上查找到的数据，一个学校里来自贫困家庭的学生所占比
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,6,776,93,1,54,,"6 2.学校教学质量模型 在学校全力施教，学生尽力学习的假设下。教学质量满意度仅和学校对学生 的投入有联系：政府拨款，社会筹集，学费收入等。由于各项资金所占比例基本 恒定，所以可以单独以学费作为教学质量的影响因素。根据搜集的资料，建立教 学质量 和学费间的函数关系 2 S 类似学费满意度，教学质量 的取值也进行定界处理，范围为 。 为0 2 S [0,1] "
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,7,688,77,1,49,,7 都会极低。只有当两者相对都很高时 才会高，所以采用如下相乘加权： S （ ） 1 2 p q S S S  1 p q   考虑到教学质量影响的是一个学生的一生，而学费只是影响一个家庭４年， 所以我们取 ， 。由此得到以下曲线： 0.4 p  0.6 q  0 0.2 0.4 0.6 0.8 1 1.2 1.4 1.6 1.8 2 x 10 4
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,8,540,91,1,42,,"8 生均教育费 用,生均国家 财政投入等 全国数据 全国的模型 待定参数 学校的模型 生均教育费用 ,生均国家财 政投入等具体 学校数据 教学质量曲线 学校的平 均学费 具体计算出 的学费 最终结论 教学质量 对比 这里，我们采用了工业上投入—产出模型里常用Cobb-Douglas 生产函数构 建模型[8]，有： Q AK L e     其中 为产"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,9,1062,200,1,3,,9 工总数代表它。 ， 是资金投入里面比例最大两项的比例，分别代表国家财 1 X 2 X 政投入和学费收入占总投入的比例。 ， ， 分别代表国家财政投入和学费 1  2  0  收入（即 和 ）对资本的弹性影响系数以及其他费用对资本的弹性影响系数。 1 X 2 X 表示教职工中专职教师所占比例，体现了教职工的“质量”。 和 分别表示 1Y 1  0 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,10,926,155,1,17,,10 这是一个多元线性回归问题，运用MATLAB 对数据进行处理（取显著性水平 =0.05）后[2]，得到：  1 2 1 0.3 0.9 0.03 0.11 X X Y Q AK L    统计系数 ， ， 2 0.995 R  473.35 F  2 1.17 S  以上是我们使用全国的统计数字推导出的公式，下面我们把数据具体到各个 学校。
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,11,720,53,1,0,,"11 上面的两个模型都没有对关乎到学费具体定价的高校教育费用和家庭收入 这两方面的内容进行具体分析和计算，而这个模型正好补充了这方面。 3.3.1 模型分析： 在长期内,大学学费受大学教育服务成本及家庭在教育方面的可支付能力。 过高的学费会使很多学生无力支付，过低的学费又使学校财力不足而无法保证教 学质量。由此，我们认为从家庭的角度出发，大学学费的定价一定存"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,12,490,38,2,2,,12 1．建立家庭剩余m1 模型，城镇家庭剩余k1 模型，乡村家庭剩余l1 模型 由简单的统计知识可得 需要说明的是图中箭头的意思是由箭头所指向的几个因素可以求得箭头源 因素。 c1=a1+b1 k1=d1-e1 k1=d1-e1 h1=f1*g1 l1=f1-f1*g1/i1 j1=h1/i1 m1=(a1*(d1-e1)+b1*(f1-f1*g1/i1)
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,13,1390,213,1,37,,13 2) 利用国家家庭剩余m1 模型、城镇家庭剩余k1 模型、乡村家庭剩余l1 模型和 上述数据求出1996-2007 年的m1、k1 和l1 3) 对上述1996-2007 年的家庭剩余m1、城镇家庭剩余k1 和乡村家庭剩余l1 分 析， 我们考虑极限情况，当家庭把全部剩余投入到高等教育指出上时，刚好能够维持 正常生活，此时家庭教育支出即为高等教育合理收
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,14,764,44,2,2,,14 其落后，城乡发展极不平衡，农村家庭工作一年几乎没有净收入，进而反映了农 民普遍没有能力支付高等教育的收费（不考虑家庭有存款情况），现实的情况是 很多农村大学生依靠国家助学贷款等其他资助方式支付高等教育支出。而农村人 口众多，占全国人口的比例大，因此对国家家庭剩余m1 影响很大。 虽然国家在2002 年实施了减轻农民负担的相应措施，但是由于农村发展的 惯
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,15,889,139,1,43,,15 2) 利用学校生均需款模型和上述数据求出2000-2006 年的学校生均需款k2 3) 分学科讨论生均需款 统 计 量 年份 生均预算 内事业性 经费拨款 a2 生均教 育附加 拨款b2 生均基建拨 款 c2 生均社会捐 赠d2 生均学校自 筹e2 1998 7923.2 218.9 1905.8 336.3 329.7 1999 8414.8 167
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,16,1626,199,1,43,,16 由假设6，将我国高校专业可以按以下文科、工科、农科、理科、医学、艺 术六类分类，并且各类学科间的人均培养费用为为常数且成一定比例。 由文献[3]，得到我国各学科在校生人数占全部高等学校人数比例如下表： 由文献[3]得到，文科类( 含文学、哲学、法学、教育学、经济学、管理 学) 学科费用系数为1 ；工科、农科类学科费用系数为1.4 ；理科 类学科费用系数
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,17,1026,96,1,14,,17 在极限情况下，我们考虑极限情况，当学费恰好低到能弥补生均需款时，刚 好能够维持学校正常教学，此时生均拨款即为高等教育合理收费的下限值 ， 2f 即 = j2-（a2+b2+c2+d2+e2+f2+g2）。 2f 观察上表中数据，我们发现2000 年文科生均需款为负值，而且文科生均需 款和工、农类相比，相差十分悬殊，理科的生均需款和工科的生均需款相差也十
